GSM2741485!SRX3090248!SRR5929964!GSE102590!Schizosaccharomyces pombe!pro-seq!whole body!whole body!normal! !A Cdk9-PP1 switch regulates the elongation-termination transition of RNA polymerase II. !29899453!Icahn School of Medicine at Mount Sinai!2018-06-07,,
GSM2741484!SRX3090247!SRR5929963!GSE102590!Schizosaccharomyces pombe!pro-seq!whole body!whole body!normal! !A Cdk9-PP1 switch regulates the elongation-termination transition of RNA polymerase II. !29899453!Icahn School of Medicine at Mount Sinai!2018-06-07,,
GSM2741489!SRX3090252!SRR5929968!GSE102590!Schizosaccharomyces pombe!pro-seq!whole body!whole body!normal! !A Cdk9-PP1 switch regulates the elongation-termination transition of RNA polymerase II. !29899453!Icahn School of Medicine at Mount Sinai!2018-06-07,,
GSM2741488!SRX3090251!SRR5929967!GSE102590!Schizosaccharomyces pombe!pro-seq!whole body!whole body!normal! !A Cdk9-PP1 switch regulates the elongation-termination transition of RNA polymerase II. !29899453!Icahn School of Medicine at Mount Sinai!2018-06-07,,
GSM3351353!SRX4597468!#SRR7741173##SRR7741174#!GSE118930##GSE118943!Mus musculus!pro-seq!MESC!embryo!normal! !Genome-wide control of RNA polymerase II activity by cohesin.!23555293!Massachusetts General Hospital!2019-02-01,,
GSM2937030!SRX3587667!SRR6498833!GSE109310!Homo sapiens!pro-seq!G-401!kidney!cancer! !Inhibition of MYC by the SMARCB1 tumor suppressor.!31043611!Vanderbilt University!2019-04-12,,
GSM2937031!SRX3587668!SRR6498834!GSE109310!Homo sapiens!pro-seq!G-401!kidney!cancer! !Inhibition of MYC by the SMARCB1 tumor suppressor.!31043611!Vanderbilt University!2019-04-12,,
GSM1843438!SRX1132759!#SRR2144178##SRR2144179#!GSE71708!Mus musculus!pro-seq!MEFs!embryo!normal! !Mammalian Heat Shock Response and Mechanisms Underlying Its Genome-wide Transcriptional Regulation.!27052732!Cornell University!2016-03-01,,
GSM1843439!SRX1132760!#SRR2144180##SRR2144181#!GSE71708!Mus musculus!pro-seq!MEFs!embryo!normal! !Mammalian Heat Shock Response and Mechanisms Underlying Its Genome-wide Transcriptional Regulation.!27052732!Cornell University!2016-03-01,,
GSM3386268!SRX4675140!SRR7824015!GSE119882!Mus musculus!pro-seq!Liver cell!liver!normal! !Not publish!None!University of Pennsylvania!2019-02-28,,
GSM2265109!SRX2008421!#SRR4012417##SRR4012418##SRR4012419#!GSE85337!Macaca mul!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265108!SRX2008420!#SRR4012416##SRR4012415#!GSE85337!Macaca mul!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265107!SRX2008419!SRR4012414!GSE85337!Pan troglodytes!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265106!SRX2008418!SRR4012413!GSE85337!Pan troglodytes!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265105!SRX2008417!#SRR4012412##SRR4012410#!GSE85337!Pan troglodytes!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265104!SRX2008416!#SRR4012408##SRR4012409#!GSE85337!Pan troglodytes!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265103!SRX2008415!#SRR4012406##SRR4012407#!GSE85337!Pan troglodytes!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265102!SRX2008414!#SRR4012404##SRR4012405#!GSE85337!Pan troglodytes!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265101!SRX2008413!#SRR4012402##SRR4012403#!GSE85337!Homo sapiens!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265100!SRX2008412!#SRR4012400##SRR4012401#!GSE85337!Homo sapiens!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2731679!SRX3059738!SRR5894161!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM2731678!SRX3059737!SRR5894160!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM3608099!SRX5379460!SRR8578654!GSE126578!Drosophila melanogaster!pro-seq!Ovaries!overies!normal! !A heterochromatin-specific RNA export pathway facilitates piRNA production.!None!Institute Of Molecular Biotechnology!2019-03-28,,
GSM3608098!SRX5379459!SRR8578653!GSE126578!Drosophila melanogaster!pro-seq!Ovaries!overies!normal! !A heterochromatin-specific RNA export pathway facilitates piRNA production.!None!Institute Of Molecular Biotechnology!2019-03-28,,
GSM3317800!SRX4502327!SRR7638784!GSE115727##GSE118052!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM1613181!SRX882903!#SRR1810067##SRR1810068##SRR1810069##SRR1810070#!GSE66031!Homo sapiens!pro-seq!CD4+ T-cell!blood!normal! !Identification of active transcriptional regulatory elements from GRO-seq data.!25799441!Cornell University!2015-02-19,,
GSM3608097!SRX5379458!SRR8578652!GSE126578!Drosophila melanogaster!pro-seq!Ovaries!overies!normal! !A heterochromatin-specific RNA export pathway facilitates piRNA production.!None!Institute Of Molecular Biotechnology!2019-03-28,,
GSM1613182!SRX882904!#SRR1810071##SRR1810072#!GSE66031!Homo sapiens!pro-seq!Jurkat!blood!cancer! !Identification of active transcriptional regulatory elements from GRO-seq data.!25799441!Cornell University!2015-02-19,,
GSM2212035!SRX1873237!SRR3713702!GSE83660!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !High-Resolution Mapping of RNA Polymerases Identifies Mechanisms of Sensitivity and Resistance to BET Inhibitors in t(8;21) AML.!27498870!Vanderbilt University!2016-07-15,,
GSM2212034!SRX1873236!SRR3713701!GSE83660!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !High-Resolution Mapping of RNA Polymerases Identifies Mechanisms of Sensitivity and Resistance to BET Inhibitors in t(8;21) AML.!27498870!Vanderbilt University!2016-07-15,,
GSM2212037!SRX1873239!SRR3713704!GSE83660!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !High-Resolution Mapping of RNA Polymerases Identifies Mechanisms of Sensitivity and Resistance to BET Inhibitors in t(8;21) AML.!27498870!Vanderbilt University!2016-07-15,,
GSM2212036!SRX1873238!SRR3713703!GSE83660!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !High-Resolution Mapping of RNA Polymerases Identifies Mechanisms of Sensitivity and Resistance to BET Inhibitors in t(8;21) AML.!27498870!Vanderbilt University!2016-07-15,,
GSM2212033!SRX1873235!SRR3713700!GSE83660!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !High-Resolution Mapping of RNA Polymerases Identifies Mechanisms of Sensitivity and Resistance to BET Inhibitors in t(8;21) AML.!27498870!Vanderbilt University!2016-07-15,,
GSM3188212!SRX4202560!SRR7300126!GSE115713##GSE115727!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM3188213!SRX4202561!SRR7300127!GSE115713##GSE115727!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM3188210!SRX4202558!SRR7300124!GSE115713##GSE115727!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM3188211!SRX4202559!SRR7300125!GSE115713##GSE115727!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM3351351!SRX4597466!#SRR7741169##SRR7741170#!GSE118930##GSE118943!Mus musculus!pro-seq!MESC!embryo!normal! !Genome-wide control of RNA polymerase II activity by cohesin.!23555293!Massachusetts General Hospital!2019-02-01,,
GSM2212038!SRX1873240!SRR3713705!GSE83660!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !High-Resolution Mapping of RNA Polymerases Identifies Mechanisms of Sensitivity and Resistance to BET Inhibitors in t(8;21) AML.!27498870!Vanderbilt University!2016-07-15,,
GSM3188214!SRX4202562!SRR7300128!GSE115713##GSE115727!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM3317801!SRX4502328!SRR7638785!GSE115727##GSE118052!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM3073995!SRX3873772!SRR6927837!GSE112608!Homo sapiens!pro-seq!HEK293T!kidney!transform! !Targeting Processive Transcription Elongation via SEC Disruption for MYC-Induced Cancer Therapy.!30340042!Northwestern University Feinberg School of Medicine!2018-10-26,,
GSM3073996!SRX3873773!SRR6927838!GSE112608!Homo sapiens!pro-seq!HEK293T!kidney!transform! !Targeting Processive Transcription Elongation via SEC Disruption for MYC-Induced Cancer Therapy.!30340042!Northwestern University!2018-10-26,,
GSM3073997!SRX3873774!SRR6927839!GSE112608!Homo sapiens!pro-seq!HEK293T!kidney!transform! !Targeting Processive Transcription Elongation via SEC Disruption for MYC-Induced Cancer Therapy.!30340042!Northwestern University!2018-10-26,,
GSM1974986!SRX1490951!#SRR3031842##SRR3031843#!GSE76142!Schizosaccharomyces pombe!pro-seq!whole body!whole body!normal! !Divergence of a conserved elongation factor and transcription regulation in budding and fission yeast.!27197211!Cornell University!2016-04-16,,
GSM1974985!SRX1490950!#SRR3031840##SRR3031841#!GSE76142!Schizosaccharomyces pombe!pro-seq!whole body!whole body!normal! !Divergence of a conserved elongation factor and transcription regulation in budding and fission yeast.!27197211!Cornell University!2016-04-16,,
GSM1974984!SRX1490949!#SRR3031838##SRR3031839#!GSE76142!Saccharomyces cerevisiae!pro-seq!whole body!whole body!normal! !Divergence of a conserved elongation factor and transcription regulation in budding and fission yeast.!27197211!Cornell University!2016-04-16,,
GSM1974983!SRX1490948!#SRR3031837##SRR3031836#!GSE76142!Saccharomyces cerevisiae!pro-seq!whole body!whole body!normal! !Divergence of a conserved elongation factor and transcription regulation in budding and fission yeast.!27197211!Cornell University!2016-04-16,,
GSM2361445!SRX2271124!SRR4454570!GSE89230!Homo sapiens!pro-seq!K562!blood!cancer! !Nucleotide Resolution Comparison of Transcription of Human Cytomegalovirus and Host Genomes Reveals Universal Use of RNA Polymerase II Elongation Control Driven by Dissimilar Core Promoter Elements.!30755505!?bo Akademi University!2017-05-21,,
GSM2361444!SRX2271123!SRR4454569!GSE89230!Homo sapiens!pro-seq!K562!blood!cancer! !Nucleotide Resolution Comparison of Transcription of Human Cytomegalovirus and Host Genomes Reveals Universal Use of RNA Polymerase II Elongation Control Driven by Dissimilar Core Promoter Elements.!30755505!?bo Akademi University!2017-05-21,,
GSM2361443!SRX2271122!SRR4454568!GSE89230!Homo sapiens!pro-seq!K562!blood!cancer! !Nucleotide Resolution Comparison of Transcription of Human Cytomegalovirus and Host Genomes Reveals Universal Use of RNA Polymerase II Elongation Control Driven by Dissimilar Core Promoter Elements.!30755505!?bo Akademi University!2017-05-21,,
GSM2361442!SRX2271121!SRR4454567!GSE89230!Homo sapiens!pro-seq!K562!blood!cancer! !Nucleotide Resolution Comparison of Transcription of Human Cytomegalovirus and Host Genomes Reveals Universal Use of RNA Polymerase II Elongation Control Driven by Dissimilar Core Promoter Elements.!30755505!?bo Akademi University!2017-05-21,,
GSM2552224!SRX2677604!SRR5382465!GSE97143!Homo sapiens!pro-seq!MV4-11!blood!cancer! !Identification of active miRNA promoters from nuclear run-on RNA sequencing.!28460090!Vanderbilt University!2017-04-20,,
GSM3188209!SRX4202557!SRR7300123!GSE115713##GSE115727!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM3188208!SRX4202556!SRR7300122!GSE115713##GSE115727!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM2284186!SRX2032500!SRR4041366!GSE85798!Mus musculus!pro-seq!MESC!embryo!normal! !Local regulation of gene expression by lncRNA promoters, transcription and splicing.!27783602!Broad Institute!2016-10-28,
GSM2284187!SRX2032483!SRR4041367!GSE85798!Mus musculus!pro-seq!MESC!embryo!normal! !Local regulation of gene expression by lncRNA promoters, transcription and splicing.!27783602!Broad Institute!2016-10-28,
GSM2284185!SRX2032499!SRR4041365!GSE85798!Mus musculus!pro-seq!MESC!embryo!normal! !Local regulation of gene expression by lncRNA promoters, transcription and splicing.!27783602!Broad Institute!2016-10-28,
GSM2284188!SRX2032484!SRR4041368!GSE85798!Mus musculus!pro-seq!MESC!embryo!normal! !Local regulation of gene expression by lncRNA promoters, transcription and splicing.!27783602!Broad Institute!2016-10-28,
GSM2284189!SRX2032501!SRR4041369!GSE85798!Mus musculus!pro-seq!MESC!embryo!normal! !Local regulation of gene expression by lncRNA promoters, transcription and splicing.!27783602!Broad Institute!2016-10-28,
GSM3188207!SRX4202555!SRR7300121!GSE115713##GSE115727!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM2731686!SRX3059745!SRR5894168!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM2731687!SRX3059746!SRR5894169!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM2731684!SRX3059743!SRR5894166!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM2731685!SRX3059744!SRR5894167!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM2731682!SRX3059741!SRR5894164!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM2731683!SRX3059742!SRR5894165!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM2731680!SRX3059739!SRR5894162!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM2731681!SRX3059740!SRR5894163!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM3351352!SRX4597467!#SRR7741171##SRR7741172#!GSE118930##GSE118943!Mus musculus!pro-seq!MESC!embryo!normal! !Genome-wide control of RNA polymerase II activity by cohesin.!23555293!Massachusetts General Hospital!2019-02-01,,
GSM3177032!SRX4170774!SRR7266935!GSE115377!Homo sapiens!pro-seq!MV4-11!blood!cancer! !Displacement of WDR5 from Chromatin by a WIN Site Inhibitor with Picomolar Affinity.!30865883!Vanderbilt University!2019-03-12,,
GSM2731688!SRX3059747!SRR5894170!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM2731689!SRX3059748!SRR5894171!GSE102243!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !The CDK7 inhibitor THZ1 alters RNA polymerase dynamics at the 5' and 3' ends of genes.!30805632!Vanderbilt University!2019-02-11,,
GSM3281818!SRX205316!SRR618500!GSE117217!Drosophila melanogaster!pro-seq!ML-DmBG3-c2!central nervous system!normal! !Not publish!None!National Institutes of Health!2018-07-18,,
GSM3281819!SRX205317!SRR618501!GSE117217!Drosophila melanogaster!pro-seq!ML-DmBG3-c2!central nervous system!normal! !Not publish!None!National Institutes of Health!2018-07-18,,
GSM3351356!SRX4597471!#SRR7741179##SRR7741180#!GSE118930##GSE118943!Mus musculus!pro-seq!MESC!embryo!normal! !Genome-wide control of RNA polymerase II activity by cohesin.!23555293!Massachusetts General Hospital!2019-02-01,,
GSM2741479!SRX3090242!SRR5929958!GSE102590!Schizosaccharomyces pombe!pro-seq!whole body!whole body!normal! !A Cdk9-PP1 switch regulates the elongation-termination transition of RNA polymerase II. !29899453!Icahn School of Medicine at Mount Sinai!2018-06-07,,
GSM3317799!SRX4502326!SRR7638783!GSE115727##GSE118052!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM3281816!SRX205314!SRR618498!GSE117217!Drosophila melanogaster!pro-seq!ML-DmBG3-c2!central nervous system!normal! !Not publish!None!National Institutes of Health!2018-07-18,,
GSM3281817!SRX205315!SRR618499!GSE117217!Drosophila melanogaster!pro-seq!ML-DmBG3-c2!central nervous system!normal! !Not publish!None!National Institutes of Health!2018-07-18,,
GSM3317798!SRX4502325!SRR7638782!GSE115727##GSE118052!Mus musculus!pro-seq!ES-E14TG2a!embryo!normal! !The RNA exosome contributes to gene expression regulation during stem cell differentiation.?!30212902!Aarhus University!2018-08-31,,
GSM1032762!SRX203296!SRR611833!GSE42117!Drosophila melanogaster!pro-seq!whole body!whole body!normal! !Precise maps of RNA polymerase reveal how promoters direct initiation and pausing.!23430654!Cornell University!2013-02-01,,
GSM1032760!SRX203294!SRR611831!GSE42117!Drosophila melanogaster!pro-seq!whole body!whole body!normal! !Precise maps of RNA polymerase reveal how promoters direct initiation and pausing.!23430654!Cornell University!2013-02-01,,
GSM1032761!SRX203295!SRR611832!GSE42117!Drosophila melanogaster!pro-seq!whole body!whole body!normal! !Precise maps of RNA polymerase reveal how promoters direct initiation and pausing.!23430654!Cornell University!2013-02-01,,
GSM3104911!SRX5266236!SRR8457216!GSE113394!Homo sapiens!pro-seq!Foreskin fibroblast!skin!normal! !Nucleotide Resolution Comparison of Transcription of Human Cytomegalovirus and Host Genomes Reveals Universal Use of RNA Polymerase II Elongation Control Driven by Dissimilar Core Promoter Elements.!30755505!University of Iowa!2019-01-16,,
GSM2284191!SRX2032503!SRR4041371!GSE85798!Mus musculus!pro-seq!MESC!embryo!normal! !Local regulation of gene expression by lncRNA promoters, transcription and splicing.!27783602!Broad Institute!2016-10-28,
GSM2284190!SRX2032502!SRR4041370!GSE85798!Mus musculus!pro-seq!MESC!embryo!normal! !Local regulation of gene expression by lncRNA promoters, transcription and splicing.!27783602!Broad Institute!2016-10-28,
GSM2284193!SRX2032505!SRR4041373!GSE85798!Mus musculus!pro-seq!MESC!embryo!normal! !Local regulation of gene expression by lncRNA promoters, transcription and splicing.!27783602!Broad Institute!2016-10-28,
GSM2284192!SRX2032504!SRR4041372!GSE85798!Mus musculus!pro-seq!MESC!embryo!normal! !Local regulation of gene expression by lncRNA promoters, transcription and splicing.!27783602!Broad Institute!2016-10-28,
GSM3351355!SRX4597470!#SRR7741178##SRR7741177#!GSE118930##GSE118943!Mus musculus!pro-seq!MESC!embryo!normal! !Genome-wide control of RNA polymerase II activity by cohesin.!23555293!Massachusetts General Hospital!2019-02-01,,
GSM3309955!SRX4480699!SRR7616132!GSE117832!Homo sapiens!pro-seq!Jurkat!blood!cancer! !Chromatin run-on and sequencing maps the transcriptional regulatory landscape of glioblastoma multiforme.!30349114!Cornell University!2018-07-30,,
GSM2265099!SRX2008411!#SRR4012398##SRR4012399#!GSE85337!Homo sapiens!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265098!SRX2008410!#SRR4012396##SRR4012397#!GSE85337!Homo sapiens!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265095!SRX2008407!#SRR4012390##SRR4012391##SRR4012392#!GSE85337!Homo sapiens!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265097!SRX2008409!#SRR4012394##SRR4012395#!GSE85337!Homo sapiens!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM2265096!SRX2008408!SRR4012393!GSE85337!Homo sapiens!pro-seq!CD4+ T-cell!blood!normal! !Dynamic evolution of regulatory element ensembles in primate CD4+ T cells.!29379187!Cornell University!2016-12-29,,
GSM3351354!SRX4597469!#SRR7741175##SRR7741176#!GSE118930##GSE118943!Mus musculus!pro-seq!MESC!embryo!normal! !Genome-wide control of RNA polymerase II activity by cohesin.!23555293!Massachusetts General Hospital!2019-02-01,,
GSM3068955!SRX3852862!SRR6904130!GSE112379!Homo sapiens!pro-seq!Flp-In T-REx 293!Kidney!transform! !Nascent-protein ubiquitination is required for heat shock-induced gene downregulation in human cells.!30723328!Max Planck Institute of Immunobiology and Epigenetics!2019-02-07,,
GSM3613770!SRX5258688!SRR8451932!GSE113394!Homo sapiens!pro-seq!Foreskin fibroblast!skin!normal! !Nucleotide Resolution Comparison of Transcription of Human Cytomegalovirus and Host Genomes Reveals Universal Use of RNA Polymerase II Elongation Control Driven by Dissimilar Core Promoter Elements.!30755505!University of Iowa!2019-02-20,,
GSM2552218!SRX2677598!SRR5382459!GSE97143!Homo sapiens!pro-seq!Kasumi-1!blood!cancer! !Identification of active miRNA promoters from nuclear run-on RNA sequencing.!28460090!Vanderbilt University!2017-04-20,,
